Assembly_Accession,Taxonomy,SNOR_presence,SNOR_copies
GCF_036810445.1,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella europaea,TRUE,1
GCA_036810365.1,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella sp. B9012,TRUE,1
GCA_027576975.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia umbellata,TRUE,1
GCF_020906515.1,Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Vanrija;Vanrija pseudolonga,TRUE,1
GCF_001907595.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces atroroseus,TRUE,1
GCF_000835475.1,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora bantiana,TRUE,2
GCA_910591945.1,Fungi;Mucoromycota;Glomeromycetes;Archaeosporales;Ambisporaceae;Ambispora;Ambispora gerdemannii,TRUE,2
GCA_910592345.1,Fungi;Mucoromycota;Glomeromycetes;Paraglomerales;Paraglomeraceae;Paraglomus;Paraglomus brasilianum,TRUE,1
GCA_910591765.1,Fungi;Mucoromycota;Glomeromycetes;Archaeosporales;Ambisporaceae;Ambispora;Ambispora leptoticha,TRUE,2
GCA_002573605.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;Polytolypa;Polytolypa hystricis,TRUE,1
GCA_014904985.1,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae;Hydnum;Hydnum rufescens,TRUE,1
GCF_003184925.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus vadensis,TRUE,1
GCF_003184785.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus japonicus,TRUE,1
GCF_003184535.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus eucalypticola,TRUE,1
GCF_003184845.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus ibericus,TRUE,1
GCF_003184835.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus costaricensis,TRUE,1
GCA_003184635.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus sclerotiicarbonarius,TRUE,1
GCF_003184765.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus aculeatinus,TRUE,1
GCF_010015735.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;Aaosphaeria;Aaosphaeria arxii,TRUE,1
GCA_033297235.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Trichocladium;Trichocladium antarcticum,TRUE,1
GCF_003184525.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus sclerotioniger,TRUE,1
GCF_019112545.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Guyanagaster;Guyanagaster necrorhizus,TRUE,1
GCF_003184865.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus homomorphus,TRUE,1
GCA_022813965.1,Fungi;Ascomycota;Lecanoromycetes;Rhizocarpales;Sporastatiaceae;Toensbergia;Toensbergia leucococca,FALSE,0
GCA_022813865.1,Fungi;Ascomycota;Lecanoromycetes;Baeomycetales;Xylographaceae;Xylographa;Xylographa opegraphella,FALSE,0
GCA_022813825.1,Fungi;Ascomycota;Lecanoromycetes;Baeomycetales;Xylographaceae;Xylographa;Xylographa parallela,FALSE,0
GCA_001691785.3,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita brunnescens,TRUE,1
GCA_001691755.2,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita polypyramis,TRUE,1
GCF_014898435.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis sinoallii,TRUE,1
GCA_001432165.1,Fungi;Microsporidia;NA;NA;NA;Pseudoloma;Pseudoloma neurophilia,FALSE,0
GCA_027574685.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia erecta,FALSE,0
GCA_010015675.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Massarinaceae;Byssothecium;Byssothecium circinans,TRUE,1
GCA_037044635.1,Fungi;Ascomycota;Pichiomycetes;Pichiales;Pichiaceae;Martiniozyma;Martiniozyma asiatica (nom. inval.),TRUE,1
GCF_004355905.1,Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Pyriculariaceae;Pyricularia;Pyricularia grisea,TRUE,1
GCA_021432625.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Leptodontidiaceae;Leptodontidium;Leptodontidium sp. 2 PMI_412,TRUE,1
GCA_021399455.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Flagelloscypha;Flagelloscypha sp. PMI_526,TRUE,1
GCA_963924405.1,Fungi;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Kurtzmaniella;[Candida] anglica,TRUE,1
GCA_015039315.1,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae;Clavulina;Clavulina sp. PMI_390,TRUE,1
GCA_004325065.1,Fungi;Microsporidia;NA;NA;Dubosqiidae;Hamiltosporidium;Hamiltosporidium magnivora,FALSE,0
GCA_009982855.1,Fungi;Ascomycota;Dothideomycetes;NA;Pseudoperisporiaceae;Lizonia;Lizonia empirigonia,TRUE,1
GCA_025602915.1,Fungi;Blastocladiomycota;Physodermatomycetes;Physodermatales;Physodermataceae;Paraphysoderma;Paraphysoderma sedebokerense,TRUE,3
GCA_030867255.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum somersetense,TRUE,1
GCA_033807595.1,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;Acrodontium;Acrodontium crateriforme,TRUE,1
GCA_045785125.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus germanicus,TRUE,1
GCA_036872655.1,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;Meristemomyces;Meristemomyces frigidus,TRUE,1
GCF_001204775.2,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus nomiae,TRUE,1
GCA_029542905.1,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia arunalokei,TRUE,1
GCA_027577015.1,Fungi;Zoopagomycota;Dimargaritomycetes;Dimargaritales;Dimargaritaceae;Dispira;Dispira parvispora,TRUE,1
GCF_003144195.1,Fungi;Basidiomycota;Exobasidiomycetes;Ceraceosorales;Ceraceosoraceae;Ceraceosorus;Ceraceosorus guamensis,TRUE,1
GCF_020726525.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Sporocadaceae;Truncatella;Truncatella angustata,TRUE,1
GCA_015178965.1,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;Russula ochroleuca,TRUE,1
GCA_029281405.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena pura,TRUE,1
GCA_030435655.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Armillaria;Armillaria novae-zelandiae,TRUE,1
GCA_027919835.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Lentinula;Lentinula raphanica,TRUE,1
GCA_028011355.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Lentinula;Lentinula aciculospora,TRUE,1
GCA_004918325.1,Fungi;Basidiomycota;Wallemiomycetes;Wallemiales;Wallemiaceae;Wallemia;Wallemia hederae,TRUE,1
GCF_004154835.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria arborescens,TRUE,1
GCF_013396195.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium tjaetaba,TRUE,1
GCA_009194965.1,Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta;Coniochaeta sp. 2T2.1,TRUE,4
GCA_020736575.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Thelonectria;Thelonectria olida,TRUE,2
GCF_004337985.1,Fungi;Ascomycota;Sordariomycetes;Magnaporthales;Pyriculariaceae;Pyricularia;Pyricularia pennisetigena,TRUE,1
GCA_022813805.1,Fungi;Ascomycota;Lecanoromycetes;Baeomycetales;Xylographaceae;Xylographa;Xylographa soralifera,FALSE,0
GCA_022813905.1,Fungi;Ascomycota;Lecanoromycetes;Baeomycetales;Xylographaceae;Xylographa;Xylographa bjoerkii,FALSE,0
GCA_041438165.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Schizophyllaceae;Schizophyllum;Schizophyllum fasciatum,TRUE,1
GCA_026954515.1,Fungi;Chytridiomycota;Chytridiomycetes;Cladochytriales;Cladochytriaceae;Cladochytrium;Cladochytrium tenue,FALSE,0
GCA_015179035.1,Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Tirmania;Tirmania nivea,TRUE,1
GCA_022813925.1,Fungi;Ascomycota;Lecanoromycetes;Pertusariales;Pertusariaceae;Varicellaria;Varicellaria rhodocarpa,FALSE,0
GCA_001662645.1,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus;Pseudogymnoascus sp. 03VT05,TRUE,1
GCA_001662595.1,Fungi;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Pseudogymnoascus;Pseudogymnoascus sp. 24MN13,TRUE,1
GCA_018360175.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Claviceps;Claviceps arundinis,TRUE,1
GCA_014805555.1,Fungi;Microsporidia;NA;NA;Astathelohaniidae;Astathelohania;Astathelohania contejeani,FALSE,0
GCA_018360055.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Claviceps;Claviceps monticola,TRUE,1
GCF_039105145.1,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella newhampshirensis,TRUE,1
GCF_001299255.1,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;Cyphellophora;Cyphellophora attinorum,TRUE,1
GCA_004802695.1,Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Phellinidium;Phellinidium pouzarii,FALSE,0
GCA_003144235.1,Fungi;Basidiomycota;Ustilaginomycetes;Violaceomycetales;Violaceomycetaceae;Violaceomyces;Violaceomyces palustris,TRUE,1
GCA_004156025.2,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria gaisen,TRUE,1
GCF_021901695.1,Fungi;Basidiomycota;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia striiformis,TRUE,1
GCA_905067625.1,Fungi;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Blumeria;Blumeria graminis,TRUE,1
GCA_035928285.1,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Extremaceae;Vermiconidia;Vermiconidia calcicola,TRUE,1
GCF_035928015.1,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Extremaceae;Saxophila;Saxophila tyrrhenica,TRUE,1
GCF_023522795.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium solani,TRUE,1
GCA_016906575.1,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium;Ceratobasidium sp. AG-Ba,TRUE,2
GCA_003614755.1,Fungi;Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis;Syncephalis pseudoplumigaleata,FALSE,0
GCA_015039465.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Phlegmacium;Phlegmacium glaucopus,TRUE,1
GCA_029378245.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Roridomyces;Roridomyces roridus,FALSE,0
GCA_026054655.1,Fungi;Ascomycota;Lichinomycetes;Lichinales;Lichinaceae;Lichina;Lichina confinis,TRUE,1
GCA_029233265.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena alexandri,TRUE,1
GCA_001630335.1,Fungi;Basidiomycota;Agaricomycetes;Atheliales;Atheliaceae;Athelia;Athelia psychrophila,TRUE,1
GCA_044048685.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus cavernicola,TRUE,1
GCA_044048675.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus granulosus,TRUE,1
GCA_021365335.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;NA;Phaeosphaeriaceae sp. PMI808,TRUE,1
GCA_003635345.1,Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Coniochaeta;Coniochaeta pulveracea,TRUE,1
GCF_024628925.1,Fungi;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Candida;Candida margitis,TRUE,1
GCF_963989305.1,Fungi;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Lodderomyces;Lodderomyces beijingensis,TRUE,1
GCF_036884675.1,Fungi;Ascomycota;Pichiomycetes;Serinales;Debaryomycetaceae;Scheffersomyces;Scheffersomyces coipomensis,TRUE,1
GCA_024613145.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Pisolithaceae;Pisolithus;Pisolithus marmoratus,TRUE,1
GCA_900180425.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Maudiozyma;Maudiozyma saulgeensis,TRUE,1
GCF_028829455.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium robsamsonii,TRUE,1
GCA_001882365.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Rhizopogonaceae;Rhizopogon;Rhizopogon vesiculosus,FALSE,0
GCA_022539335.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;Xylaria cf. heliscus,TRUE,1
GCA_003549995.1,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus sp. MUCL 43196,FALSE,0
GCA_029542845.1,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia nana,FALSE,0
GCA_001642415.1,Fungi;Microsporidia;NA;NA;NA;Nematocida;Nematocida sp. ERTm5,FALSE,0
GCF_023757985.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria ethzedia,TRUE,1
GCF_024043145.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria conjuncta,TRUE,1
GCA_025688815.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus carlsbadensis,TRUE,1
GCF_003369625.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus mulundensis,TRUE,1
GCF_018924745.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius;Marasmius oreades,TRUE,1
GCF_041260175.1,Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Vanrija;Vanrija albida,TRUE,1
GCA_963921855.1,Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix;Sporothrix eucalyptigena,TRUE,1
GCA_002003505.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;NA;NA;Xylariales sp. No.14919,TRUE,1
GCF_017499595.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Psilocybe;Psilocybe cubensis,TRUE,1
GCA_002938355.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Galeropsidaceae;Panaeolus;Panaeolus cyanescens,TRUE,1
GCA_029542985.1,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia brasiliensis,TRUE,1
GCF_001773325.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium arizonense,TRUE,1
GCA_018257855.2,Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Cladoniaceae;Cladonia;Cladonia borealis,TRUE,1
GCA_000835435.1,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Phialophora;Phialophora macrospora,TRUE,2
GCA_025201365.1,Fungi;Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis;Syncephalis plumigaleata,TRUE,1
GCA_025786725.1,Fungi;Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis;Syncephalis fuscata,TRUE,1
GCF_033439085.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Chaetomium;Chaetomium fimeti,TRUE,1
GCF_036417295.1,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus decagattii,TRUE,1
GCA_023375755.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Stachybotryaceae;Paramyrothecium;Paramyrothecium foliicola,TRUE,1
GCA_001875675.1,Fungi;Microsporidia;NA;NA;Amphiacanthidae;Amphiamblys;Amphiamblys sp. WSBS2006,FALSE,0
GCA_025201725.1,Fungi;Chytridiomycota;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Chytriomyces;Chytriomyces sp. MP71,TRUE,2
GCA_025677805.1,Fungi;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;Umbelopsis sp. AD052,TRUE,1
GCA_002286715.1,Fungi;Basidiomycota;Agaricomycetes;Russulales;Hericiaceae;Dentipellis;Dentipellis sp. KUC8613,TRUE,1
GCA_003942215.1,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;Saitozyma podzolica,TRUE,1
GCA_033220655.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Pseudopithomyces;Pseudopithomyces chartarum,TRUE,1
GCA_024336345.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Mariannaea;Mariannaea sp. PMI_226,TRUE,2
GCA_015502575.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella sp. AD010,FALSE,0
GCA_015679545.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella sp. AD094,TRUE,1
GCA_015502455.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella sp. AM989,FALSE,0
GCA_015502445.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella sp. GBA35,TRUE,1
GCA_015502485.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella sp. GBA39,TRUE,1
GCA_016098045.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella sp. GBA43,FALSE,0
GCA_015529795.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Haplosporangium;Haplosporangium sp. Z 27,TRUE,1
GCA_015500155.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Haplosporangium;Haplosporangium bisporale,TRUE,1
GCA_015529505.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Haplosporangium;Haplosporangium sp. Z 11,TRUE,1
GCA_905337325.1,Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae;Alectoria;Alectoria fallacina,TRUE,1
GCF_028828495.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium riverlandense,TRUE,1
GCA_025769895.1,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius;Lactarius psammicola,TRUE,1
GCA_022813615.2,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Knufia;Knufia fluminis,TRUE,1
GCF_016758755.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus discolor,TRUE,2
GCA_024243835.1,Fungi;Microsporidia;NA;NA;NA;Enteropsectra;Enteropsectra breve,FALSE,0
GCF_000738915.1,Fungi;Microsporidia;NA;NA;NA;Nematocida;Nematocida ausubeli,FALSE,0
GCA_037952775.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Clonostachys;Clonostachys chloroleuca,TRUE,3
GCF_030435595.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Desarmillaria;Desarmillaria tabescens,TRUE,1
GCA_021525025.1,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius;Lactarius hengduanensis,TRUE,1
GCA_021525015.1,Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactarius;Lactarius pseudohatsudake,TRUE,1
GCF_033296635.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Dichotomopilus;Dichotomopilus funicola,TRUE,1
GCF_019207285.1,Fungi;Ascomycota;Pichiomycetes;Pichiales;Pichiaceae;Ogataea;Ogataea haglerorum,TRUE,1
GCA_002261195.1,Fungi;Mucoromycota;Endogonomycetes;Endogonales;NA;Bifiguratus;Bifiguratus adelaidae,FALSE,0
GCA_029204085.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena sp. CBHHK59/15,TRUE,1
GCA_021365275.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;NA;NA;Xylariales sp. PMI_506,TRUE,1
GCA_027627325.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Meruliaceae;Phlebia;Phlebia brevispora,FALSE,0
GCA_021307315.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Bisporella;Bisporella sp. PMI_857,TRUE,1
GCA_022578535.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Jackrogersella;Jackrogersella minutella,TRUE,1
GCA_001566295.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Microdochiaceae;Microdochium;Microdochium bolleyi,TRUE,1
GCF_013461495.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis fragariae,TRUE,1
GCA_018361025.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Claviceps;Claviceps aff. purpurea,TRUE,1
GCA_002591385.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Cordyceps;Cordyceps sp. RAO-2017,TRUE,1
GCA_013368445.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Leucoagaricus;Leucoagaricus leucothites,FALSE,0
GCA_038051015.1,Fungi;Ascomycota;Dothideomycetes;Botryosphaeriales;Phyllostictaceae;Phyllosticta;Phyllosticta paracitricarpa,TRUE,1
GCF_029542925.1,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia vespertilionis,TRUE,1
GCA_012980515.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Ophiocordyceps;Ophiocordyceps camponoti-floridani,TRUE,1
GCA_022963135.1,Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago;Ustilago loliicola,TRUE,1
GCF_028828005.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium manginii,TRUE,3
GCA_003339415.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Ophiocordyceps;Ophiocordyceps camponoti-saundersi (nom. inval.),TRUE,1
GCA_003339455.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Ophiocordyceps;Ophiocordyceps camponoti-leonardi (nom. inval.),TRUE,1
GCA_900312665.1,Fungi;Ascomycota;Sordariomycetes;Microascales;Microascaceae;Cephalotrichum;Cephalotrichum gorgonifer,TRUE,1
GCA_900242705.1,Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago;Ustilago sp. UG-2017a,TRUE,1
GCA_900242695.1,Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago;Ustilago sp. UG-2017b,TRUE,1
GCA_018857305.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Termitomyces;Termitomyces sp. T159_Od127,TRUE,1
GCA_018857285.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Termitomyces;Termitomyces sp. Mi166#008,TRUE,1
GCA_004011705.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Ascochyta;Ascochyta lentis,TRUE,1
GCA_004679275.1,Fungi;Basidiomycota;Agaricomycetes;Russulales;Hericiaceae;Dentipellis;Dentipellis fragilis,FALSE,0
GCF_000149585.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Histoplasma;Histoplasma mississippiense (nom. inval.),TRUE,1
GCA_002572885.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Blastomyces;Blastomyces parvus,TRUE,1
GCA_024663515.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Pisolithaceae;Pisolithus;Pisolithus croceorrhizus,TRUE,1
GCA_015501585.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Rhodocollybia;Rhodocollybia butyracea,TRUE,1
GCA_014925825.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Pholiota;Pholiota molesta,TRUE,1
GCA_002946385.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Rutstroemiaceae;Rutstroemia;Rutstroemia sp. NJR-2017a WRK4,TRUE,2
GCA_002946415.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Rutstroemiaceae;Rutstroemia;Rutstroemia sp. NJR-2017a BVV2,TRUE,1
GCA_002946425.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Rutstroemiaceae;Rutstroemia;Rutstroemia sp. NJR-2017a BBW,TRUE,2
GCA_029449355.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;Emydomyces;Emydomyces testavorans,TRUE,1
GCA_021365295.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Hymenoscyphus;Hymenoscyphus varicosporioides,TRUE,1
GCA_002865625.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyaloscypha;Hyaloscypha hepaticicola,TRUE,1
GCA_002895985.1,Fungi;Ascomycota;Dothideomycetes;Myriangiales;Elsinoaceae;Sphaceloma;Sphaceloma murrayae,TRUE,1
